3.500000	0.000000
3.497726	0.034978
3.490909	0.069827
3.479571	0.104418
3.463746	0.138624
3.443480	0.172318
3.418836	0.205377
3.389885	0.237680
3.356716	0.269112
3.319428	0.299558
3.278130	0.328910
3.232945	0.357065
3.184008	0.383926
3.131462	0.409399
3.075463	0.433400
3.016173	0.455850
2.953766	0.476677
2.888423	0.495818
2.820332	0.513214
2.749689	0.528820
2.676695	0.542593
2.601556	0.554502
2.524485	0.564524
2.445697	0.572644
2.365409	0.578855
2.283842	0.583161
2.201218	0.585571
2.117760	0.586107
2.033688	0.584796
1.949225	0.581674
1.864591	0.576785
1.780001	0.570183
1.695669	0.561927
1.611805	0.552083
1.528613	0.540727
1.446293	0.527938
1.365037	0.513804
1.285032	0.498417
1.206458	0.481874
1.129484	0.464280
1.054274	0.445740
0.980980	0.426365
0.909749	0.406269
0.840713	0.385569
0.773997	0.364383
0.709716	0.342832
0.647971	0.321037
0.588856	0.299119
0.532450	0.277199
0.478825	0.255400
0.428037	0.233838
0.380135	0.212632
0.335153	0.191896
0.293117	0.171742
0.254038	0.152278
0.217918	0.133607
0.184750	0.115829
0.154514	0.099038
0.127179	0.083324
0.102706	0.068767
0.081045	0.055446
0.062138	0.043429
0.045917	0.032780
0.032306	0.023554
0.021221	0.015800
0.012571	0.009556
0.006258	0.004857
0.002177	0.001725
0.000219	0.000177
0.000269	0.000222
0.002207	0.001859
0.005909	0.005079
0.011249	0.009866
0.018098	0.016196
0.026324	0.024036
0.035794	0.033346
0.046376	0.044078
0.057935	0.056178
0.070339	0.069584
0.083456	0.084228
0.097155	0.100035
0.111308	0.116924
0.125790	0.134811
0.140479	0.153605
0.155256	0.173209
0.170007	0.193525
0.184623	0.214450
0.198999	0.235878
0.213035	0.257701
0.226639	0.279808
0.239722	0.302088
0.252205	0.324429
0.264012	0.346717
0.275075	0.368841
0.285334	0.390690
0.294735	0.412152
0.303230	0.433121
0.310780	0.453490
0.317352	0.473158
0.322920	0.492026
0.327467	0.509999
0.330979	0.526987
0.333453	0.542905
0.334889	0.557672
0.335297	0.571217
0.334689	0.583469
0.333087	0.594369
0.330516	0.603862
0.327007	0.611901
0.322595	0.618445
0.317322	0.623462
0.311233	0.626928
0.304375	0.628825
0.296801	0.629144
0.288566	0.627885
0.279729	0.625053
0.270347	0.620663
0.260484	0.614737
0.250202	0.607307
0.239565	0.598408
0.228636	0.588087
0.217481	0.576394
0.206162	0.563390
0.194743	0.549139
0.183285	0.533713
0.171848	0.517189
0.160491	0.499651
0.149268	0.481187
0.138234	0.461888
0.127438	0.441853
0.116926	0.421181
0.106743	0.399975
0.096928	0.378344
0.087516	0.356393
0.078540	0.334235
0.070025	0.311978
0.061996	0.289736
0.054471	0.267619
0.047463	0.245738
0.040983	0.224203
0.035034	0.203121
0.029617	0.182597
0.024728	0.162735
0.020358	0.143634
0.016495	0.125388
0.013121	0.108091
0.010216	0.091827
0.007755	0.076679
0.005711	0.062722
0.004051	0.050025
0.002741	0.038653
0.001745	0.028662
0.001022	0.020102
0.000531	0.013016
0.000229	0.007439
0.000071	0.003400
0.000010	0.000917
0.000000	0.000005
-0.000006	0.000667
-0.000056	0.002900
-0.000195	0.006692
-0.000472	0.012026
-0.000929	0.018874
-0.001612	0.027202
-0.002562	0.036968
-0.003820	0.048124
-0.005421	0.060613
-0.007403	0.074374
-0.009795	0.089338
-0.012627	0.105429
-0.015925	0.122568
-0.019709	0.140668
-0.023997	0.159639
-0.028803	0.179387
-0.034135	0.199812
-0.039999	0.220812
-0.046396	0.242282
-0.053320	0.264116
-0.060764	0.286202
-0.068714	0.308432
-0.077152	0.330694
-0.086057	0.352875
-0.095401	0.374866
-0.105154	0.396556
-0.115281	0.417836
-0.125743	0.438600
-0.136497	0.458744
-0.147497	0.478166
-0.158693	0.496770
-0.170033	0.514462
-0.181461	0.531153
-0.192919	0.546759
-0.204348	0.561202
-0.215687	0.574409
-0.226873	0.586315
-0.237842	0.596858
-0.248530	0.605987
-0.258873	0.613654
-0.268807	0.619821
-0.278269	0.624457
-0.287198	0.627539
-0.295532	0.629049
-0.303215	0.628982
-0.310191	0.627335
-0.316406	0.624119
-0.321812	0.619347
-0.326364	0.613044
-0.330019	0.605241
-0.332742	0.595977
-0.334500	0.585297
-0.335268	0.573256
-0.335023	0.559913
-0.333751	0.545336
-0.331443	0.529596
-0.328095	0.512773
-0.323713	0.494951
-0.318306	0.476219
-0.311893	0.456672
-0.304497	0.436408
-0.296150	0.415528
-0.286890	0.394137
-0.276765	0.372342
-0.265825	0.350255
-0.254133	0.327985
-0.241753	0.305645
-0.228760	0.283348
-0.215233	0.261206
-0.201259	0.239330
-0.186931	0.217832
-0.172347	0.196820
-0.157610	0.176399
-0.142830	0.156675
-0.128119	0.137746
-0.113596	0.119709
-0.099382	0.102654
-0.085602	0.086669
-0.072384	0.071835
-0.059858	0.058227
-0.048155	0.045915
-0.037409	0.034961
-0.027752	0.025422
-0.019319	0.017345
-0.012242	0.010772
-0.006653	0.005737
-0.002682	0.002266
-0.000455	0.000376
-0.000096	0.000078
-0.001726	0.001372
-0.005461	0.004252
-0.011411	0.008704
-0.019682	0.014703
-0.030373	0.022220
-0.043576	0.031214
-0.059376	0.041640
-0.077851	0.053443
-0.099069	0.066561
-0.123091	0.080926
-0.149967	0.096461
-0.179739	0.113086
-0.212439	0.130713
-0.248087	0.149248
-0.286694	0.168593
-0.328261	0.188644
-0.372775	0.209295
-0.420214	0.230434
-0.470545	0.251946
-0.523722	0.273716
-0.579689	0.295625
-0.638378	0.317551
-0.699710	0.339374
-0.763594	0.360972
-0.829929	0.382224
-0.898603	0.403009
-0.969494	0.423209
-1.042468	0.442707
-1.117383	0.461388
-1.194087	0.479140
-1.272418	0.495857
-1.352206	0.511435
-1.433275	0.525775
-1.515439	0.538784
-1.598505	0.550374
-1.682275	0.560463
-1.766547	0.568977
-1.851110	0.575847
-1.935752	0.581012
-2.020257	0.584419
-2.104405	0.586021
-2.187976	0.585782
-2.270748	0.583671
-2.352498	0.579668
-2.433004	0.573761
-2.512046	0.565945
-2.589405	0.556225
-2.664866	0.544615
-2.738215	0.531137
-2.809247	0.515821
-2.877757	0.498706
-2.943551	0.479840
-3.006438	0.459277
-3.066236	0.437081
-3.122771	0.413322
-3.175877	0.388078
-3.225399	0.361432
-3.271190	0.333477
-3.313116	0.304308
-3.351051	0.274029
-3.384883	0.242748
-3.414511	0.210575
-3.439847	0.177628
-3.460814	0.144027
-3.477350	0.109895
-3.489405	0.075357
