-3.496944	0.040541
-3.499942	0.005574
-3.498392	-0.029413
-3.492298	-0.064291
-3.481678	-0.098932
-3.466565	-0.133207
-3.447003	-0.166991
-3.423051	-0.200159
-3.394781	-0.232591
-3.362278	-0.264169
-3.325638	-0.294779
-3.284970	-0.324313
-3.240396	-0.352665
-3.192047	-0.379738
-3.140066	-0.405438
-3.084606	-0.429679
-3.025829	-0.452381
-2.963907	-0.473472
-2.899019	-0.492884
-2.831353	-0.510563
-2.761102	-0.526456
-2.688469	-0.540523
-2.613658	-0.552731
-2.536881	-0.563055
-2.458351	-0.571478
-2.378287	-0.577994
-2.296909	-0.582602
-2.214439	-0.585314
-2.131098	-0.586146
-2.047110	-0.585127
-1.962695	-0.582291
-1.878073	-0.577680
-1.793461	-0.571347
-1.709074	-0.563350
-1.625121	-0.553754
-1.541809	-0.542633
-1.459337	-0.530067
-1.377899	-0.516141
-1.297683	-0.500947
-1.218869	-0.484582
-1.141629	-0.467148
-1.066127	-0.448751
-0.992519	-0.429502
-0.920950	-0.409513
-0.851556	-0.388901
-0.784463	-0.367785
-0.719786	-0.346284
-0.657631	-0.324519
-0.598091	-0.302613
-0.541249	-0.280686
-0.487177	-0.258859
-0.435934	-0.237251
-0.387570	-0.215981
-0.342121	-0.195162
-0.299614	-0.174908
-0.260063	-0.155327
-0.223473	-0.136523
-0.189836	-0.118597
-0.159134	-0.101643
-0.131340	-0.085751
-0.106414	-0.071005
-0.084309	-0.057482
-0.064967	-0.045253
-0.048323	-0.034382
-0.034302	-0.024926
-0.022821	-0.016934
-0.013789	-0.010448
-0.007111	-0.005501
-0.002682	-0.002118
-0.000394	-0.000317
-0.000132	-0.000108
-0.001777	-0.001492
-0.005207	-0.004461
-0.010294	-0.009000
-0.016912	-0.015086
-0.024927	-0.022688
-0.034208	-0.031767
-0.044622	-0.042276
-0.056034	-0.054162
-0.068313	-0.067364
-0.081325	-0.081816
-0.094940	-0.097442
-0.109029	-0.114165
-0.123467	-0.131899
-0.138131	-0.150555
-0.152902	-0.170036
-0.167664	-0.190246
-0.182309	-0.211081
-0.196729	-0.232436
-0.210826	-0.254203
-0.224505	-0.276273
-0.237677	-0.298533
-0.250260	-0.320871
-0.262180	-0.343176
-0.273366	-0.365333
-0.283757	-0.387233
-0.293297	-0.408764
-0.301939	-0.429819
-0.309642	-0.450290
-0.316372	-0.470077
-0.322101	-0.489079
-0.326811	-0.507200
-0.330489	-0.524351
-0.333128	-0.540444
-0.334730	-0.555401
-0.335300	-0.569144
-0.334853	-0.581607
-0.333408	-0.592726
-0.330989	-0.602446
-0.327627	-0.610719
-0.323357	-0.617504
-0.318218	-0.622766
-0.312255	-0.626481
-0.305516	-0.628628
-0.298053	-0.629199
-0.289920	-0.628191
-0.281174	-0.625608
-0.271875	-0.621465
-0.262085	-0.615783
-0.251865	-0.608590
-0.241280	-0.599922
-0.230393	-0.589824
-0.219270	-0.578346
-0.207973	-0.565546
-0.196566	-0.551489
-0.185110	-0.536245
-0.173666	-0.519891
-0.162292	-0.502509
-0.151045	-0.484186
-0.139977	-0.465014
-0.129139	-0.445089
-0.118580	-0.424511
-0.108341	-0.403384
-0.098465	-0.381813
-0.088987	-0.359906
-0.079939	-0.337773
-0.071349	-0.315525
-0.063242	-0.293273
-0.055635	-0.271129
-0.048544	-0.249203
-0.041979	-0.227605
-0.035945	-0.206443
-0.030444	-0.185824
-0.025471	-0.165850
-0.021019	-0.146621
-0.017077	-0.128233
-0.013626	-0.110779
-0.010648	-0.094345
-0.008119	-0.079014
-0.006010	-0.064862
-0.004291	-0.051960
-0.002928	-0.040373
-0.001884	-0.030159
-0.001120	-0.021368
-0.000596	-0.014044
-0.000266	-0.008225
-0.000088	-0.003939
-0.000015	-0.001208
-0.000000	-0.000045
0.000003	-0.000456
0.000043	-0.002439
0.000165	-0.005985
0.000417	-0.011074
0.000843	-0.017683
0.001487	-0.025778
0.002392	-0.035318
0.003597	-0.046256
0.005142	-0.058537
0.007060	-0.072100
0.009385	-0.086877
0.012146	-0.102794
0.015368	-0.119772
0.019073	-0.137725
0.023280	-0.156563
0.028002	-0.176194
0.033250	-0.196518
0.039030	-0.217433
0.045341	-0.238836
0.052182	-0.260619
0.059544	-0.282672
0.067414	-0.304887
0.075776	-0.327151
0.084608	-0.349352
0.093885	-0.371381
0.103575	-0.393126
0.113645	-0.414479
0.124056	-0.435332
0.134767	-0.455582
0.145731	-0.475125
0.156899	-0.493866
0.168219	-0.511709
0.179637	-0.528565
0.191094	-0.544349
0.202533	-0.558983
0.213890	-0.572391
0.225104	-0.584508
0.236112	-0.595273
0.246849	-0.604630
0.257251	-0.612532
0.267255	-0.618941
0.276796	-0.623822
0.285814	-0.627153
0.294247	-0.628914
0.302038	-0.629098
0.309129	-0.627703
0.315469	-0.624736
0.321007	-0.620210
0.325698	-0.614149
0.329498	-0.606583
0.332372	-0.597548
0.334286	-0.587091
0.335213	-0.575263
0.335130	-0.562123
0.334023	-0.547737
0.331880	-0.532177
0.328698	-0.515521
0.324480	-0.497853
0.319235	-0.479260
0.312981	-0.459836
0.305739	-0.439679
0.297541	-0.418890
0.288424	-0.397573
0.278433	-0.375836
0.267620	-0.353788
0.256043	-0.331540
0.243767	-0.309203
0.230867	-0.286892
0.217419	-0.264717
0.203511	-0.242792
0.189233	-0.221226
0.174683	-0.200129
0.159963	-0.179608
0.145182	-0.159766
0.130453	-0.140704
0.115892	-0.122518
0.101620	-0.105301
0.087763	-0.089140
0.074446	-0.074118
0.061801	-0.060310
0.049958	-0.047787
0.039051	-0.036613
0.029212	-0.026844
0.020575	-0.018531
0.013273	-0.011717
0.007439	-0.006435
0.003201	-0.002713
0.000687	-0.000571
0.000023	-0.000019
0.001329	-0.001060
0.004721	-0.003688
0.010311	-0.007890
0.018206	-0.013645
0.028505	-0.020923
0.041302	-0.029685
0.056683	-0.039886
0.074727	-0.051473
0.095503	-0.064386
0.119075	-0.078557
0.145493	-0.093912
0.174802	-0.110369
0.207034	-0.127843
0.242211	-0.146239
0.280347	-0.165462
0.321443	-0.185408
0.365489	-0.205970
0.412464	-0.227039
0.462337	-0.248500
0.515064	-0.270237
0.570591	-0.292131
0.628852	-0.314062
0.689768	-0.335910
0.753252	-0.357552
0.819205	-0.378867
0.887514	-0.399735
0.958061	-0.420036
1.030712	-0.439653
1.105328	-0.458472
1.181757	-0.476379
1.259840	-0.493268
1.339409	-0.509034
1.420286	-0.523578
1.502287	-0.536805
1.585223	-0.548626
1.668895	-0.558960
1.753100	-0.567730
1.837631	-0.574866
1.922275	-0.580306
2.006816	-0.583996
2.091036	-0.585888
2.174714	-0.585944
2.257628	-0.584133
2.339556	-0.580433
2.420275	-0.574829
2.499565	-0.567317
2.577206	-0.557900
2.652983	-0.546590
2.726683	-0.533407
2.798098	-0.518382
2.867023	-0.501551
2.933262	-0.482960
2.996624	-0.462663
3.056926	-0.440723
3.113992	-0.417208
3.167655	-0.392194
3.217758	-0.365766
3.264153	-0.338013
3.306702	-0.309031
3.345281	-0.278922
3.379774	-0.247792
3.410078	-0.215754
3.436102	-0.182923
3.457770	-0.149418
3.475015	-0.115362
3.487787	-0.080880
3.496047	-0.046099
3.499769	-0.011148
